ORF,Name,Allele,Strain ID,Num_cells,Num_cells_outliers,Penetrance,normal,Cluster_normal-0,Cluster_normal-1,Cluster_normal-10,Cluster_normal-2,Cluster_normal-3,Cluster_normal-4,Cluster_normal-5,Cluster_normal-6,Cluster_normal-7,Cluster_normal-8,Cluster_normal-9
YLR347C,KAP95,kap95-l63a,tsa226-37C,714,214,0.299719887955182,1.0,0.2663551401869158,0.0,0.0,0.0093457943925233,0.102803738317757,0.0514018691588785,0.0046728971962616,0.1869158878504672,0.1822429906542056,0.1074766355140186,0.0887850467289719
YGR179C,OKP1,okp1-5,tsa227-37C,497,217,0.4366197183098591,1.0,0.2672811059907834,0.0,0.0,0.0046082949308755,0.0921658986175115,0.032258064516129,0.0092165898617511,0.1244239631336405,0.2073732718894009,0.1105990783410138,0.152073732718894
YIL068C,SEC6,sec6-4,tsa38-37C,571,294,0.5148861646234676,1.0,0.0816326530612244,0.0068027210884353,0.0,0.4081632653061224,0.0306122448979591,0.0170068027210884,0.0068027210884353,0.1054421768707483,0.0884353741496598,0.2312925170068027,0.0238095238095238
YGL233W,SEC15,sec15-1,tsa40-37C,900,356,0.3955555555555555,1.0,0.2050561797752809,0.0,0.0,0.0505617977528089,0.0365168539325842,0.0112359550561797,0.0112359550561797,0.2724719101123595,0.1292134831460674,0.2162921348314606,0.0674157303370786
YFL039C,ACT1,act1-101,tsa136-37C,730,229,0.3136986301369863,1.0,0.2489082969432314,0.0,0.0,0.0043668122270742,0.0917030567685589,0.0218340611353711,0.0,0.2620087336244541,0.1528384279475982,0.1048034934497816,0.1135371179039301
YAL041W,CDC24,cdc24-h,tsa42-37C,2261,1223,0.5409111012826183,1.0,0.196238757154538,0.0,0.0,0.0016353229762878,0.1651676206050695,0.1259198691741619,0.0057236304170073,0.1275551921504497,0.1103843008994276,0.0793131643499591,0.1880621422730989
YFL039C,ACT1,act1-4,tsa138-37C,1339,483,0.3607169529499626,1.0,0.1635610766045548,0.0,0.0,0.0248447204968944,0.175983436853002,0.1200828157349896,0.010351966873706,0.1221532091097308,0.1180124223602484,0.1014492753623188,0.1635610766045548
YER008C,SEC3,sec3-2,tsa43-37C,520,290,0.5576923076923077,1.0,0.1827586206896551,0.0137931034482758,0.0,0.093103448275862,0.0344827586206896,0.0137931034482758,0.0379310344827586,0.2758620689655172,0.0827586206896551,0.2517241379310345,0.0137931034482758
YOR336W,KRE5,kre5-ts2,tsa139-37C,214,95,0.4439252336448598,1.0,0.1578947368421052,0.0,0.0,0.0210526315789473,0.0842105263157894,0.0105263157894736,0.0,0.1894736842105263,0.1368421052631579,0.2842105263157894,0.1157894736842105
YDR170C,SEC7,sec7-1,tsa44-37C,905,489,0.5403314917127072,1.0,0.2658486707566462,0.0,0.0,0.0224948875255623,0.0633946830265848,0.0204498977505112,0.0020449897750511,0.2699386503067484,0.1390593047034765,0.1247443762781186,0.0920245398773006
